fid,id_number,scientific,commonname,division,category1,category2,status,reporter,recowner,surveyor,obsdate,dateent,dateup,county,latitude,longitude,coordacc,localowner,administra,administ_1,unittype,unitname,locality,site,habitat,waterbodyn,waterbodyt,lakeidnumb,comments,abundance,infestedar,grossareai,percentcov,density,quantity,quantityun,approxquan,numcollect,smallestob,largestobs,incidence,severity,host,hostdamage,managestat,visittype,datamethod,traptype,numtraps,targetname,targetcoun,targetrang,phenology,lifestatus,sex,treatarea,planttreat,treatcomm,obsider,origname,datereview,reviewer,verifymeth,idcred,reviewcomm,museum,museumrec,voucher,nativity,recsrctyp,method,pid,collecttim,dateacc,substrate
50203,83856,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/10/2004,5/4/2011,,Chisago,45.5207,-92.74331,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,100 - 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50204,83857,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/10/2004,5/4/2011,,Chisago,45.52062,-92.7419,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,10 - 100 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50205,83858,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/10/2004,5/4/2011,,Chisago,45.52204,-92.74439,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,100 - 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50206,83859,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/10/2004,5/4/2011,,Chisago,45.52184,-92.74355,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,100 - 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50207,83860,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/10/2004,5/4/2011,,Chisago,45.52131,-92.74376,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,0.02,0,,,0,,100 - 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50208,83861,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/10/2004,5/4/2011,,Chisago,45.52211,-92.74894,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,100 - 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50209,83862,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/10/2004,5/4/2011,,Chisago,45.51815,-92.73117,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,10 - 100 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50210,83863,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/10/2004,5/4/2011,,Chisago,45.52313,-92.74603,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,100 - 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50211,83864,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/10/2004,5/4/2011,,Chisago,45.51735,-92.7305,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,0,0,,,0,,1 - 10 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50212,83865,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/10/2004,5/4/2011,,Chisago,45.52252,-92.74634,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,10 - 100 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50213,83866,Bromus inermis,smooth brome,Plants,Grass or Grasslike,,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/10/2004,5/4/2011,,Chisago,45.51906,-92.7329,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Grassland/Prairie/Meadow,,,,,,1,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50214,83867,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/10/2004,5/4/2011,,Chisago,45.52061,-92.7448,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,5,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50215,83868,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/10/2004,5/4/2011,,Chisago,45.51904,-92.74249,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,100 - 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
56812,91029,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Fish and Wildlife - Wildlife,State Agency,,11/10/2009,5/4/2011,,Todd,46.15957,-94.79337,0,,Wildlife,"Long Prairie River, Wildlife Management Area",Wildlife Management Area,Long Prairie River WMA,,,Forest,,,,,,0.02,0,,,0,,1 - 10 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
56813,91030,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Fish and Wildlife - Wildlife,State Agency,,11/10/2009,5/4/2011,,Todd,46.16077,-94.79254,0,,Wildlife,"Long Prairie River, Wildlife Management Area",Wildlife Management Area,Long Prairie River WMA,,,Forest,,,,,,1,0,,,0,,10 - 100 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
56814,91031,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Fish and Wildlife - Wildlife,State Agency,,11/10/2009,5/4/2011,,Todd,46.15907,-94.79341,0,,Wildlife,"Long Prairie River, Wildlife Management Area",Wildlife Management Area,Long Prairie River WMA,,,Forest,,,,,,0,0,,,0,,1 - 10 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
56815,91032,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Fish and Wildlife - Wildlife,State Agency,,11/10/2009,5/4/2011,,Todd,46.15916,-94.79292,0,,Wildlife,"Long Prairie River, Wildlife Management Area",Wildlife Management Area,Long Prairie River WMA,,,Forest,,,,,,0.02,0,,,0,,1 - 10 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
66600,101290,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/10/2010,5/4/2011,,Pine,46.17565,-92.85062,0,,,,,,,,Forest,,,,,,50,0,,,0,,10 - 100 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
70441,106204,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,11/10/2011,9/26/2013,,Winona,43.94158,-91.40574,0,,Parks and Trails,Great River Bluffs State Park,State Park,Great River Bluffs,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
70442,106205,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,11/10/2011,9/26/2013,,Winona,43.94089,-91.40364,0,,Parks and Trails,Great River Bluffs State Park,State Park,Great River Bluffs,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
70443,106206,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,11/10/2011,9/26/2013,,Winona,43.94092,-91.40368,0,,Parks and Trails,Great River Bluffs State Park,State Park,Great River Bluffs,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
70444,106207,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,11/10/2011,9/26/2013,,Winona,43.94094,-91.40369,0,,Parks and Trails,Great River Bluffs State Park,State Park,Great River Bluffs,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
70445,106208,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,11/10/2011,9/26/2013,,Winona,43.94108,-91.40391,0,,Parks and Trails,Great River Bluffs State Park,State Park,Great River Bluffs,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
70446,106209,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,11/10/2011,9/26/2013,,Winona,43.9411,-91.40393,0,,Parks and Trails,Great River Bluffs State Park,State Park,Great River Bluffs,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
70447,106210,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,11/10/2011,9/26/2013,,Winona,43.94111,-91.40396,0,,Parks and Trails,Great River Bluffs State Park,State Park,Great River Bluffs,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
70448,106211,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,11/10/2011,9/26/2013,,Winona,43.94113,-91.40396,0,,Parks and Trails,Great River Bluffs State Park,State Park,Great River Bluffs,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
70449,106212,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,11/10/2011,9/26/2013,,Winona,43.94135,-91.40369,0,,Parks and Trails,Great River Bluffs State Park,State Park,Great River Bluffs,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
70450,106213,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,11/10/2011,9/26/2013,,Winona,43.94147,-91.4035,0,,Parks and Trails,Great River Bluffs State Park,State Park,Great River Bluffs,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
70451,106214,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,11/10/2011,9/26/2013,,Winona,43.94151,-91.40361,0,,Parks and Trails,Great River Bluffs State Park,State Park,Great River Bluffs,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
71670,107495,Celastrus orbiculatus,oriental bittersweet,Plants,Vines,,Positive,General Employee Three Rivers Park District,State Agency,,11/10/2014,11/10/2014,11/10/2014,Hennepin,45.16869,-93.40648,0,,,,,,,,Edge: Upland/wetland,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,3/24/2015,Angela Isackson,Photographs,Verified,,,,0,Introduced,Web Report,,,0,0,
71671,107496,Celastrus orbiculatus,oriental bittersweet,Plants,Vines,,Positive,General Employee Three Rivers Park District,State Agency,,11/10/2014,11/10/2014,11/10/2014,Hennepin,45.1689,-93.40374,0,,,,,,,,Edge: Upland/wetland,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,3/24/2015,Angela Isackson,Photographs,Verified,,,,0,Introduced,Web Report,,,0,0,
71672,107497,Celastrus orbiculatus,oriental bittersweet,Plants,Vines,,Positive,General Employee Three Rivers Park District,State Agency,,11/10/2014,11/10/2014,11/10/2014,Hennepin,45.16973,-93.40266,0,,,,,,,,Edge: Upland/wetland,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,3/24/2015,Angela Isackson,Photographs,Verified,,,,0,Introduced,Web Report,,,0,0,
71673,107498,Celastrus orbiculatus,oriental bittersweet,Plants,Vines,,Positive,General Employee Three Rivers Park District,State Agency,,11/10/2014,11/10/2014,11/10/2014,Hennepin,45.16992,-93.40201,0,,,,,,,,Edge: Upland/wetland,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,3/24/2015,Angela Isackson,Photographs,Verified,,,,0,Introduced,Web Report,,,0,0,
71674,107499,Celastrus orbiculatus,oriental bittersweet,Plants,Vines,,Positive,General Employee Three Rivers Park District,State Agency,,11/10/2014,11/10/2014,11/10/2014,Hennepin,45.17002,-93.40181,0,,,,,,,,Edge: Upland/wetland,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,3/24/2015,Angela Isackson,Photographs,Verified,,0,,0,Introduced,Web Report,,,0,0,
71675,107500,Celastrus orbiculatus,oriental bittersweet,Plants,Vines,,Positive,General Employee Three Rivers Park District,State Agency,,11/10/2014,11/10/2014,11/10/2014,Hennepin,45.17014,-93.40149,0,,,,,,,,Edge: Upland/wetland,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,3/24/2015,Angela Isackson,Photographs,Verified,,,,0,Introduced,Web Report,,,0,0,
87595,126205,Euonymus alatus,winged burning bush,Plants,Shrub or Subshrub,,Positive,Angela Isackson Three Rivers Park District,Municipality,,11/10/2015,11/10/2015,11/10/2015,Hennepin,44.85063,-93.39616,10,,,,,,,,,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/10/2015,Angela Isackson,Expertise,Verified,,,,0,Introduced,iPhone,,,0,0,
87596,126206,Berberis thunbergii,Japanese barberry,Plants,Shrub or Subshrub,,Positive,Angela Isackson Three Rivers Park District,Municipality,,11/10/2015,11/10/2015,11/10/2015,Hennepin,44.84957,-93.3952,10,,,,,,,,,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/10/2015,Angela Isackson,Expertise,Verified,,,,0,Introduced,iPhone,,,0,0,
88741,127440,Lonicera spp.,bush honeysuckles (exotic),Plants,Shrub or Subshrub,,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/10/2011,1/8/2016,,Pine,46.17909,-92.83717,0,,,,,,,,Forest,,,,,,50,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,"Honeysuckle, Exotic",,,,,,,,0,Introduced,Bulk Data,,,0,0,
88742,127441,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/10/2011,1/8/2016,,Pine,46.17904,-92.83705,0,,,,,,,,Forest,,,,,,50,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,"Buckthorn, Common",,,,,,,,0,Introduced,Bulk Data,,,0,0,
88743,127442,Lonicera spp.,bush honeysuckles (exotic),Plants,Shrub or Subshrub,,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/10/2011,1/8/2016,,Pine,46.17905,-92.83723,0,,,,,,,,Forest,,,,,,50,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,"Honeysuckle, Exotic",,,,,,,,0,Introduced,Bulk Data,,,0,0,
122350,166430,Pastinaca sativa,wild parsnip,Plants,Forbs/Herbs,,Positive,Nick Kintopf Conservation Corps - MNDNR,State Agency,,11/10/2016,11/10/2016,11/10/2016,Blue Earth,44.1646,-94.10358,5,,Parks and Trails,Minneopa State Park,State Park,Minneopa,,,,,,,,,0,0,,5-25%,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,12/29/2016,Molly Tranel Nelson,Bulk Verified,Credible,,,,0,Introduced,iPhone,,,0,0,
124673,169743,Pastinaca sativa,wild parsnip,Plants,Forbs/Herbs,,Positive,Robert Dunning Stearns County,County Government,,11/10/2016,5/15/2017,5/15/2017,Stearns,45.51525,-94.34299,5,,,,,,,,,,,,,,0,0,,<5%,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,5/28/2017,Monika Chandler,Expertise,Verified,,,,0,Introduced,iPhone,,,0,0,
136254,188097,Rosa multiflora,multiflora rose,Plants,Shrub or Subshrub,Vines,Positive,Beth Reusch,State Agency,,11/10/2017,11/28/2017,11/28/2017,Wabasha,44.23894,-92.01693,0,,,,,,,,Edge: Trail,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,12/8/2017,Susan Burks,Expertise,Credible,,,,0,Introduced,Android,,,0,0,
50162,83809,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/11/2004,5/4/2011,,Chisago,45.5004,-92.71761,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,100 - 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50163,83812,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/11/2004,5/4/2011,,Chisago,45.49953,-92.71174,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,100 - 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50164,83813,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/11/2004,5/4/2011,,Chisago,45.51132,-92.7258,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,5,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50165,83815,Cirsium vulgare,bull thistle,Plants,Forbs/Herbs,,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/11/2004,5/4/2011,,Chisago,45.51649,-92.72956,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Grassland/Prairie/Meadow,,,,,,5,0,,,0,,100 - 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50166,83816,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/11/2004,5/4/2011,,Chisago,45.50968,-92.72686,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50167,83818,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/11/2004,5/4/2011,,Chisago,45.4995,-92.71988,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,10 - 100 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50168,83820,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/11/2004,5/4/2011,,Chisago,45.50011,-92.7187,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,100 - 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50169,83821,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/11/2004,5/4/2011,,Chisago,45.51533,-92.72853,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Edge: Lake,,,,,,1,0,,,0,,100 - 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50170,83822,Lonicera spp.,bush honeysuckles (exotic),Plants,Shrub or Subshrub,,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/11/2004,5/4/2011,,Chisago,45.49995,-92.71065,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,0.02,0,,,0,,10 - 100 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50171,83823,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/11/2004,5/4/2011,,Chisago,45.49995,-92.71066,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,10 - 100 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50172,83824,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/11/2004,5/4/2011,,Chisago,45.50248,-92.72041,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,10 - 100 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50173,83825,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/11/2004,5/4/2011,,Chisago,45.50101,-92.71167,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,100 - 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50174,83826,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/11/2004,5/4/2011,,Chisago,45.50895,-92.72608,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50175,83827,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/11/2004,5/4/2011,,Chisago,45.50186,-92.71973,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,10 - 100 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50176,83828,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/11/2004,5/4/2011,,Chisago,45.50415,-92.717,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,5,0,,,0,,100 - 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
50177,83829,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,11/11/2004,5/4/2011,,Chisago,45.50446,-92.71698,0,,Parks and Trails,Wild River State Park,State Park,Wild River,,,Forest,,,,,,1,0,,,0,,100 - 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
